pair,count
"('api', 'language-model')",1
"('api', 'azure-ml')",1
"('k-nn', 'statsmodels')",1
"('clustering', 'statsmodels')",1
"('matrix', 'preprocessing')",1
"('data-cleaning', 'matrix')",1
"('data', 'matrix')",1
"('siamese-networks', 'vgg16')",1
"('finetuning', 'siamese-networks')",1
"('neo4j', 'recommender-system')",1
"('machine-learning', 'neo4j')",1
"('data-mining', 'neo4j')",1
"('hyperparameter-tuning', 'supervised-learning')",1
"('grid-search', 'supervised-learning')",1
"('hyperparameter', 'lstm')",1
"('epochs', 'hyperparameter')",1
"('adversarial-ml', 'python')",1
"('knowledge-graph', 'structured-data')",1
"('confidence', 'text-classification')",1
"('convolutional-neural-network', 'neural-style-transfer')",1
"('clustering', 'markov-hidden-model')",1
"('mini-batch-gradient-descent', 'plotting')",1
"('gradient-descent', 'plotting')",1
"('explainable-ai', 'metric')",1
"('outlier', 'ranking')",1
"('graphs', 'recommender-system')",1
"('categorical-data', 'recommender-system')",1
"('categorical-data', 'graphs')",1
"('data-engineering', 'python-3.x')",1
"('pearsons-correlation-coefficient', 'scaling')",1
"('pearsons-correlation-coefficient', 'preprocessing')",1
"('data-analysis', 'scaling')",1
"('data-analysis', 'pearsons-correlation-coefficient')",1
"('k-nn', 'time-series')",1
"('gbm', 'representation')",1
"('gbm', 'prediction')",1
"('computer-vision', 'neural-style-transfer')",1
"('logarithmic', 'optimization')",1
"('excel', 'logarithmic')",1
"('excel', 'linear-regression')",1
"('orange', 'time-series')",1
"('forecasting', 'orange')",1
"('forecasting', 'numerical')",1
"('information-theory', 'neural-network')",1
"('correlation', 'inference')",1
"('information-extraction', 'sentiment-analysis')",1
"('information-extraction', 'r')",1
"('spacy', 'tokenization')",1
"('information-extraction', 'tokenization')",1
"('statistics', 'text-classification')",1
"('orange', 'plotting')",1
"('ensemble', 'learning')",1
"('distribution', 'learning')",1
"('distribution', 'ensemble')",1
"('fastai', 'image-preprocessing')",1
"('rbm', 'recommender-system')",1
"('automl', 'text-classification')",1
"('automl', 'supervised-learning')",1
"('automl', 'feature-engineering')",1
"('encoder', 'naive-bayes-classifier')",1
"('categorical-data', 'naive-bayes-classifier')",1
"('python', 'smotenc')",1
"('representation', 'scikit-learn')",1
"('prediction', 'representation')",1
"('natural-gradient-boosting', 'representation')",1
"('natural-gradient-boosting', 'prediction')",1
"('classification', 'naive-bayes-algorithim')",1
"('image-classification', 'random-forest')",1
"('groupby', 'normalization')",1
"('aggregation', 'tableau')",1
"('jaccard-coefficient', 'multilabel-classification')",1
"('f1score', 'multilabel-classification')",1
"('f1score', 'jaccard-coefficient')",1
"('training', 'weighted-data')",1
"('ensemble-modeling', 'weighted-data')",1
"('boosting', 'weighted-data')",1
"('boosting', 'training')",1
"('data', 'image-recognition')",1
"('linear-algebra', 'training')",1
"('svm', 'transformer')",1
"('embeddings', 'text-classification')",1
"('embeddings', 'svm')",1
"('mathematics', 'policy-gradients')",1
"('model-evaluations', 'weka')",1
"('auc', 'weka')",1
"('auc', 'data-mining')",1
"('lda', 'orange')",1
"('corpus', 'orange')",1
"('lightgbm', 'logistic-regression')",1
"('gru', 'training')",1
"('pooling', 'tensorflow')",1
"('lstm', 'pooling')",1
"('convolutional-neural-network', 'word2vec')",1
"('3d-object-detection', 'nlp')",1
"('exploratory-factor-analysis', 'model-selection')",1
"('exploratory-factor-analysis', 'feature-engineering')",1
"('model-evaluations', 'orange')",1
"('data-mining', 'naive-bayes-algorithim')",1
"('deep-learning', 'rbm')",1
"('data-table', 'powerbi')",1
"('arima', 'xgboost')",1
"('dataframe', 'multilabel-classification')",1
"('convolutional-neural-network', 'smote')",1
"('class-imbalance', 'convolutional-neural-network')",1
"('mathematics', 'naive-bayes-classifier')",1
"('lda', 'similar-documents')",1
"('descriptive-statistics', 'jupyter')",1
"('data-science-model', 'jupyter')",1
"('data-science-model', 'descriptive-statistics')",1
"('huggingface', 'text-mining')",1
"('data-analysis', 'groupby')",1
"('numerical', 'statistics')",1
"('alex-net', 'neural-network')",1
"('alex-net', 'convolutional-neural-network')",1
"('genetic-algorithms', 'q-learning')",1
"('deepmind', 'q-learning')",1
"('deepmind', 'genetic-algorithms')",1
"('data', 'hashing-trick')",1
"('machine-learning', 'torch')",1
"('learning-rate', 'torch')",1
"('data', 'k-means')",1
"('linear-models', 'logarithmic')",1
"('interpretation', 'logarithmic')",1
"('interpretation', 'linear-models')",1
"('keras', 'pooling')",1
"('classification', 'spacy')",1
"('data-table', 'nosql')",1
"('image-recognition', 'orange')",1
"('image-preprocessing', 'orange')",1
"('feature-extraction', 'rbm')",1
"('numpy', 'pytorch-geometric')",1
"('arima', 'training')",1
"('data-mining', 'dirichlet')",1
"('data-cleaning', 'dirichlet')",1
"('graph-neural-network', 'rnn')",1
"('partial-dependence-plot', 'statistics')",1
"('explainable-ai', 'statistics')",1
"('explainable-ai', 'partial-dependence-plot')",1
"('categorical-data', 'partial-dependence-plot')",1
"('categorical-data', 'explainable-ai')",1
"('learning', 'metric')",1
"('class-imbalance', 'learning')",1
"('colab', 'tensorboard')",1
"('accuracy', 'unsupervised-learning')",1
"('r', 'twitter')",1
"('anaconda', 'orange')",1
"('machine-learning', 'metadata')",1
"('jupyter', 'metadata')",1
"('reinforcement-learning', 'softmax')",1
"('actor-critic', 'softmax')",1
"('activation-function', 'actor-critic')",1
"('deep-learning', 'gaussian-process')",1
"('neural-network', 'pytorch-geometric')",1
"('gnn', 'pytorch')",1
"('ai', 'image-recognition')",1
"('data-analysis', 'terminology')",1
"('representation', 'sparse')",1
"('one-hot-encoding', 'sparse')",1
"('one-hot-encoding', 'representation')",1
"('embeddings', 'sparse')",1
"('embeddings', 'one-hot-encoding')",1
"('pandas', 'pytorch-geometric')",1
"('activity-recognition', 'deep-learning')",1
"('boosting', 'text-classification')",1
"('boosting', 'nlp')",1
"('huggingface', 'softmax')",1
"('dataframe', 'functions')",1
"('classification', 'ngrams')",1
"('bag-of-words', 'classification')",1
"('multiclass-classification', 'named-entity-recognition')",1
"('data-augmentation', 'pretraining')",1
"('adversarial-ml', 'logistic-regression')",1
"('machine-learning', 'one-shot-learning')",1
"('ai', 'one-shot-learning')",1
"('convolutional-neural-network', 'validation')",1
"('3d-reconstruction', 'chatbot')",1
"('algorithms', 'distribution')",1
"('metadata', 'mnist')",1
"('dataset', 'permutation-test')",1
"('convolutional-neural-network', 'permutation-test')",1
"('cnn', 'permutation-test')",1
"('learning', 'regression')",1
"('classification', 'learning')",1
"('dataframe', 'random-forest')",1
"('convolutional-neural-network', 'softmax')",1
"('cnn', 'softmax')",1
"('scalability', 'yolo')",1
"('hardware', 'yolo')",1
"('hardware', 'scalability')",1
"('gpu', 'yolo')",1
"('pca', 'validation')",1
"('statistics', 'text-mining')",1
"('audio-recognition', 'logistic-regression')",1
"('activity-recognition', 'machine-learning-model')",1
"('convolutional-neural-network', 'cross-validation')",1
"('machine-learning-model', 'tsne')",1
"('binary-classification', 'tsne')",1
"('confusion-matrix', 'convolutional-neural-network')",1
"('hyperparameter-tuning', 'prediction')",1
"('collinearity', 'neural-network')",1
"('collinearity', 'deep-learning')",1
"('rmse', 'transformation')",1
"('mse', 'transformation')",1
"('convolutional-neural-network', 'one-hot-encoding')",1
"('groupby', 'reshape')",1
"('dynamic-programming', 'machine-learning')",1
"('neural-network', 'self-study')",1
"('image-classification', 'self-study')",1
"('convolutional-neural-network', 'self-study')",1
"('multiclass-classification', 'permutation-test')",1
"('gridsearchcv', 'loss-function')",1
"('numerical', 'preprocessing')",1
"('numerical', 'pandas')",1
"('gridsearchcv', 'word2vec')",1
"('gensim', 'gridsearchcv')",1
"('confusion-matrix', 'kaggle')",1
"('accuracy', 'kaggle')",1
"('pasting', 'r')",1
"('convolutional-neural-network', 'reshape')",1
"('convolution', 'image-preprocessing')",1
"('data-analysis', 'one-hot-encoding')",1
"('heatmap', 'orange')",1
"('machine-learning', 'partial-least-squares')",1
"('linear-algebra', 'partial-least-squares')",1
"('dimensionality-reduction', 'partial-least-squares')",1
"('dirichlet', 'nlp')",1
"('lasso', 'missing-data')",1
"('data-imputation', 'lasso')",1
"('classifier', 'f1score')",1
"('accuracy', 'classifier')",1
"('deep-learning', 'feature-construction')",1
"('data-stream-mining', 'feature-engineering')",1
"('concept-drift', 'feature-engineering')",1
"('classification', 'concept-drift')",1
"('expectation-maximization', 'statistics')",1
"('expectation-maximization', 'regression')",1
"('expectation-maximization', 'optimization')",1
"('document-term-matrix', 'text-mining')",1
"('document-term-matrix', 'sentiment-analysis')",1
"('document-term-matrix', 'information-extraction')",1
"('library', 'rnn')",1
"('library', 'r')",1
"('mathematics', 'matplotlib')",1
"('binary', 'pandas')",1
"('binary', 'dataframe')",1
"('data-augmentation', 'lstm')",1
"('convolutional-neural-network', 'decision-trees')",1
"('cnn', 'decision-trees')",1
"('causalimpact', 'machine-learning-model')",1
"('causalimpact', 'deep-learning')",1
"('memory', 'tfidf')",1
"('google-cloud-platform', 'tfidf')",1
"('google-cloud-platform', 'memory')",1
"('ai', 'game')",1
"('autoencoder', 'image-recognition')",1
"('feature-selection', 'sql')",1
"('feature-extraction', 'sql')",1
"('learning-rate', 'overfitting')",1
"('poisson', 'statsmodels')",1
"('poisson', 'scikit-learn')",1
"('mini-batch-gradient-descent', 'statsmodels')",1
"('mini-batch-gradient-descent', 'scikit-learn')",1
"('mini-batch-gradient-descent', 'regression')",1
"('mini-batch-gradient-descent', 'poisson')",1
"('distance', 'embeddings')",1
"('convolutional-neural-network', 'dimensionality-reduction')",1
"('encoding', 'mathematics')",1
"('cnn', 'encoding')",1
"('csv', 'tableau')",1
"('csv', 'geospatial')",1
"('similar-documents', 'supervised-learning')",1
"('linear-algebra', 'prediction')",1
"('auc', 'orange')",1
"('dataset', 'representation')",1
"('clustering', 'heatmap')",1
"('clustering', 'csv')",1
"('dataset', 'dplyr')",1
"('plotly', 'time-series')",1
"('bias', 'svr')",1
"('bias', 'meta-learning')",1
"('bias', 'forecasting')",1
"('sgd', 'tensorflow')",1
"('cnn', 'sgd')",1
"('gbm', 'random-forest')",1
"('ann', 'unsupervised-learning')",1
"('deep-learning', 'ordinal-regression')",1
"('decision-trees', 'ordinal-regression')",1
"('numpy', 'variance')",1
"('ann', 'clustering')",1
"('correlation', 'descriptive-statistics')",1
"('ai', 'matlab')",1
"('cross-validation', 'dataframe')",1
"('one-hot-encoding', 'regularization')",1
"('named-entity-recognition', 'time-series')",1
"('named-entity-recognition', 'rnn')",1
"('data-science-model', 'tableau')",1
"('ensemble-modeling', 'grid-search')",1
"('parameter-estimation', 'survival-analysis')",1
"('churn', 'survival-analysis')",1
"('churn', 'parameter-estimation')",1
"('k-nn', 'metric')",1
"('encoding', 'numpy')",1
"('activation-function', 'categorical-data')",1
"('audio-recognition', 'data-augmentation')",1
"('data-analysis', 'heatmap')",1
"('csv', 'heatmap')",1
"('classification', 'entity-linking')",1
"('data-analysis', 'monte-carlo')",1
"('data', 'monte-carlo')",1
"('gradient-boosting-decision-trees', 'interpretation')",1
"('data', 'experiments')",1
"('causalimpact', 'hypothesis-testing')",1
"('metric', 'r-squared')",1
"('homework', 'orange')",1
"('data-mining', 'homework')",1
"('pickle', 'pytorch')",1
"('pickle', 'python-3.x')",1
"('reshape', 'transformation')",1
"('r', 'transformation')",1
"('r', 'reshape')",1
"('multi-output', 'softmax')",1
"('convolutional-neural-network', 'matlab')",1
"('data-augmentation', 'recommender-system')",1
"('data-augmentation', 'noisification')",1
"('autoencoder', 'noisification')",1
"('autoencoder', 'data-augmentation')",1
"('supervised-learning', 'terminology')",1
"('huggingface', 'training')",1
"('decision-trees', 'imbalanced-learn')",1
"('binary-classification', 'imbalanced-learn')",1
"('distribution', 'seaborn')",1
"('confusion-matrix', 'implementation')",1
"('data-mining', 'poisson')",1
"('feature-extraction', 'optimization')",1
"('regression', 'spss')",1
"('regression', 'similarity')",1
"('entity-linking', 'similarity')",1
"('entity-linking', 'regression')",1
"('predictive-modeling', 'semi-supervised-learning')",1
"('missing-data', 'semi-supervised-learning')",1
"('k-means', 'variance')",1
"('image-classification', 'variance')",1
"('accuracy', 'variance')",1
"('accuracy', 'clustering')",1
"('convolutional-neural-network', 'parameter')",1
"('seaborn', 'statistics')",1
"('predict', 'scikit-learn')",1
"('predict', 'predictive-modeling')",1
"('bigdata', 'tensorflow')",1
"('outlier', 'sql')",1
"('deep-learning', 'few-shot-learning')",1
"('overfitting', 'recommender-system')",1
"('noisification', 'recommender-system')",1
"('noisification', 'overfitting')",1
"('few-shot-learning', 'python')",1
"('forecasting', 'recurrent-neural-network')",1
"('unsupervised-learning', 'validation')",1
"('anomaly-detection', 'validation')",1
"('bootstraping', 'time-series')",1
"('bootstraping', 'forecasting')",1
"('isolation-forest', 'shap')",1
"('features', 'isolation-forest')",1
"('explainable-ai', 'isolation-forest')",1
"('explainable-ai', 'features')",1
"('learning', 'predictive-modeling')",1
"('learning', 'overfitting')",1
"('estimators', 'scikit-learn')",1
"('estimators', 'overfitting')",1
"('estimators', 'forecasting')",1
"('forecasting', 'pipelines')",1
"('roc', 'visualization')",1
"('lightgbm', 'multiclass-classification')",1
"('distribution', 'multiclass-classification')",1
"('distribution', 'lightgbm')",1
"('auc', 'training')",1
"('databases', 'image-preprocessing')",1
"('data-science-model', 'databases')",1
"('distribution', 'sql')",1
"('linearly-separable', 'machine-learning-model')",1
"('autoencoder', 'one-hot-encoding')",1
"('etl', 'pipelines')",1
"('jupyter', 'missing-data')",1
"('bioinformatics', 'scikit-learn')",1
"('bioinformatics', 'python')",1
"('bioinformatics', 'jupyter')",1
"('python', 'zero-shot-learning')",1
"('data-science-model', 'regularization')",1
"('kaggle', 'model-selection')",1
"('kaggle', 'logistic-regression')",1
"('hyperparameter', 'regression')",1
"('hyperparameter', 'logistic-regression')",1
"('dataframe', 'tokenization')",1
"('search', 'statistics')",1
"('dataset', 'search')",1
"('bigdata', 'search')",1
"('mxnet', 'rnn')",1
"('lstm', 'mxnet')",1
"('keras', 'mxnet')",1
"('colab', 'convolutional-neural-network')",1
"('classification', 'colab')",1
"('data', 'transfer-learning')",1
"('data', 'image-preprocessing')",1
"('chi-square-test', 'distribution')",1
"('pvalue', 'variance')",1
"('anova', 'variance')",1
"('anova', 'pvalue')",1
"('linear-algebra', 'r')",1
"('cross-validation', 'ranking')",1
"('cross-validation', 'descriptive-statistics')",1
"('data-science-model', 't-test')",1
"('feature-selection', 'metadata')",1
"('feature-extraction', 'metadata')",1
"('clustering', 'metadata')",1
"('classification', 'metadata')",1
"('experiments', 'ranking')",1
"('experiments', 'interpretation')",1
"('ridge-regression', 'statistics')",1
"('data-science-model', 'ridge-regression')",1
"('normalization', 'orange')",1
"('data-analysis', 'orange')",1
"('data-analysis', 'normalization')",1
"('dataset', 'interpretation')",1
"('correlation', 'parameter-estimation')",1
"('correlation', 'estimators')",1
"('anova', 'inference')",1
"('feature-selection', 'software-recommendation')",1
"('correlation', 'software-recommendation')",1
"('categorical-data', 'software-recommendation')",1
"('neural-style-transfer', 'nlp')",1
"('cost-function', 'f1score')",1
"('gradient-boosting-decision-trees', 'linear-regression')",1
"('bias', 'gradient-boosting-decision-trees')",1
